rental_id,vehicle_id,customer_id,pickup_location_id,return_location_id,handled_by_employee,pickup_date,expected_return_date,actual_return_date,rental_status,daily_rate_applied,total_amount,rental_days,make,model,fuel_type,transmission,category_name,customer_name,membership_type,gender,location_id,pickup_location,pickup_city,rental_month,rental_year,month_name,day_of_week,is_late_return,late_days,revenue_per_day
1546,129,535,10,10,50,2024-06-11,2024-06-16,2024-06-15,Completed,1900.0,8550.0,4,Honda,City,Petrol,Manual,Sedan,Zarna Arora,Gold,Female,10,Lucknow Branch,Lucknow,2024-06,2024,June,Tuesday,0,0,2137.5
1548,141,386,8,8,37,2025-10-20,2025-10-24,2025-10-24,Completed,1450.0,5510.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Daniel Merchant,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-10,2025,October,Monday,0,0,1377.5
1549,165,698,9,9,41,2024-07-05,2024-07-06,2024-07-06,Completed,3450.0,3277.5,1,Toyota,Innova Crysta,Diesel,Automatic,Van,Maanav Parsa,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2024-07,2024,July,Friday,0,0,3277.5
1550,80,425,9,9,41,2026-04-21,2026-04-25,2026-04-25,Completed,3900.0,14040.0,4,Hyundai,Creta,Diesel,Manual,Suv,Manbir Dua,Gold,Male,9,Ahmedabad Branch,Ahmedabad,2026-04,2026,April,Tuesday,0,0,3510.0
1551,116,640,6,6,27,2025-10-31,2025-11-03,2025-11-03,Completed,3800.0,11400.0,3,Toyota,Fortuner,Diesel,Manual,Suv,Arya Soman,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-10,2025,October,Friday,0,0,3800.0
1552,139,643,1,9,3,2024-11-19,2024-11-23,2024-11-23,Completed,2400.0,9120.0,4,Honda,City,Petrol,Manual,Sedan,Lipika Saha,Silver,Female,1,Jaipur Central Hub,Jaipur,2024-11,2024,November,Tuesday,0,0,2280.0
1553,81,208,7,9,35,2025-03-06,2025-03-09,2025-03-13,Completed,3200.0,9600.0,7,Kia,Seltos,Diesel,Automatic,Suv,Eta De,Regular,Female,7,Chennai Central Branch,Chennai,2025-03,2025,March,Thursday,1,4,1371.4285714285713
1554,83,506,4,4,18,2024-12-27,2024-12-31,2024-12-30,Completed,3300.0,11880.0,3,Kia,Seltos,Diesel,Manual,Suv,Ekansh Sabharwal,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2024-12,2024,December,Friday,0,0,3960.0
1555,132,454,2,2,7,2025-06-01,2025-06-03,2025-06-02,Completed,1900.0,3800.0,1,Hyundai,Verna,Petrol,Manual,Sedan,Charan Bal,Regular,Male,2,Udaipur City Branch,Udaipur,2025-06,2025,June,Sunday,0,0,3800.0
1556,30,647,6,6,28,2025-11-28,2025-12-03,2025-12-03,Completed,3500.0,15750.0,5,Toyota,Fortuner,Diesel,Automatic,Suv,Harish Bhardwaj,Gold,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-11,2025,November,Friday,0,0,3150.0
1557,168,803,1,1,2,2025-06-19,2025-06-24,2025-06-28,Completed,1900.0,9500.0,9,Hyundai,Verna,Petrol,Automatic,Sedan,Fiyaz Kuruvilla,Regular,Male,1,Jaipur Central Hub,Jaipur,2025-06,2025,June,Thursday,1,4,1055.5555555555557
1558,117,601,2,2,7,2026-06-13,2026-06-14,2026-06-16,Completed,1750.0,1487.5,3,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Tejas Sur,Platinum,Male,2,Udaipur City Branch,Udaipur,2026-06,2026,June,Saturday,1,2,495.8333333333333
1559,112,678,5,5,21,2025-11-09,2025-11-11,2025-11-10,Completed,2650.0,5300.0,1,Mahindra,XUV700,Diesel,Automatic,Suv,Aarnav Barad,Regular,Male,5,Pune Station Branch,Pune,2025-11,2025,November,Sunday,0,0,5300.0
1560,49,347,2,2,9,2026-06-04,2026-06-06,2026-06-06,Completed,2200.0,4400.0,2,Hyundai,Verna,Petrol,Automatic,Sedan,Arin Barad,Regular,Male,2,Udaipur City Branch,Udaipur,2026-06,2026,June,Thursday,0,0,2200.0
1561,88,648,8,8,38,2024-04-12,2024-04-13,2024-04-13,Completed,3700.0,3330.0,1,Hyundai,Creta,Diesel,Automatic,Suv,Hardik Mahal,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-04,2024,April,Friday,0,0,3330.0
1563,79,495,7,7,31,2024-04-17,2024-04-27,2024-04-27,Completed,1850.0,18500.0,10,Hyundai,Verna,Petrol,Manual,Sedan,Sarthak Sawhney,Regular,Male,7,Chennai Central Branch,Chennai,2024-04,2024,April,Wednesday,0,0,1850.0
1564,161,769,3,3,15,2025-03-30,2025-04-01,2025-03-31,Completed,3250.0,6175.0,1,Toyota,Innova Crysta,Diesel,Automatic,Van,Aashi Dhaliwal,Silver,Female,3,Delhi Airport Branch,New Delhi,2025-03,2025,March,Sunday,0,0,6175.0
1565,37,238,10,10,48,2025-07-04,2025-07-08,2025-07-08,Completed,4000.0,13600.0,4,Hyundai,Creta,Diesel,Manual,Suv,Lakshmi Mann,Platinum,Female,10,Lucknow Branch,Lucknow,2025-07,2025,July,Friday,0,0,3400.0
1566,60,840,3,3,14,2024-01-26,2024-01-31,2024-01-31,Completed,1800.0,8550.0,5,Hyundai,Verna,Petrol,Manual,Sedan,Ishwar Mutti,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-01,2024,January,Friday,0,0,1710.0
1567,128,519,8,8,38,2024-11-22,2024-11-26,2024-11-25,Completed,3350.0,13400.0,3,Hyundai,Creta,Diesel,Manual,Suv,Pranit Krishna,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-11,2024,November,Friday,0,0,4466.666666666667
1568,113,240,3,3,15,2025-11-16,2025-11-17,2025-11-17,Completed,2250.0,2250.0,1,Honda,City,Petrol,Manual,Sedan,Bimala Ranganathan,Regular,Female,3,Delhi Airport Branch,New Delhi,2025-11,2025,November,Sunday,0,0,2250.0
1569,170,312,2,2,7,2025-07-26,2025-07-30,2025-07-29,Completed,1450.0,5800.0,3,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Karan Lad,Regular,Male,2,Udaipur City Branch,Udaipur,2025-07,2025,July,Saturday,0,0,1933.3333333333333
1571,99,867,3,3,12,2025-04-22,2025-04-25,2025-04-25,Completed,8500.0,21675.0,3,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Lila Rana,Platinum,Female,3,Delhi Airport Branch,New Delhi,2025-04,2025,April,Tuesday,0,0,7225.0
1573,171,97,7,7,33,2024-06-14,2024-06-16,2024-06-19,Completed,2200.0,4400.0,5,Skoda,Slavia,Petrol,Manual,Sedan,Bhavani Jhaveri,Regular,Female,7,Chennai Central Branch,Chennai,2024-06,2024,June,Friday,1,3,880.0
1574,152,262,10,10,49,2025-12-16,2025-12-21,2025-12-21,Completed,3700.0,18500.0,5,Toyota,Innova Crysta,Diesel,Automatic,Van,Osha Bumb,Regular,Female,10,Lucknow Branch,Lucknow,2025-12,2025,December,Tuesday,0,0,3700.0
1575,171,653,7,7,31,2025-07-02,2025-07-16,2025-07-16,Completed,2200.0,30800.0,14,Skoda,Slavia,Petrol,Manual,Sedan,Tara Varghese,Regular,Female,7,Chennai Central Branch,Chennai,2025-07,2025,July,Wednesday,0,0,2200.0
1576,99,725,3,4,14,2026-01-13,2026-01-18,2026-01-17,Completed,8500.0,42500.0,4,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Umang Shankar,Regular,Male,3,Delhi Airport Branch,New Delhi,2026-01,2026,January,Tuesday,0,0,10625.0
1577,81,765,7,7,32,2024-01-02,2024-01-04,2024-01-04,Completed,3200.0,6080.0,2,Kia,Seltos,Diesel,Automatic,Suv,Maanav Mitra,Silver,Male,7,Chennai Central Branch,Chennai,2024-01,2024,January,Tuesday,0,0,3040.0
1578,57,276,7,7,31,2025-11-27,2025-12-01,2025-11-30,Completed,1600.0,6400.0,3,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Charan Varty,Regular,Male,7,Chennai Central Branch,Chennai,2025-11,2025,November,Thursday,0,0,2133.3333333333335
1579,5,97,10,10,46,2025-05-14,2025-05-17,2025-05-17,Completed,3050.0,9150.0,3,Toyota,Fortuner,Diesel,Manual,Suv,Bhavani Jhaveri,Regular,Female,10,Lucknow Branch,Lucknow,2025-05,2025,May,Wednesday,0,0,3050.0
1580,55,252,5,5,24,2024-01-28,2024-02-02,2024-02-02,Completed,3350.0,15912.5,5,Kia,Seltos,Diesel,Automatic,Suv,Ayaan Pandey,Silver,Male,5,Pune Station Branch,Pune,2024-01,2024,January,Sunday,0,0,3182.5
1581,141,393,8,8,39,2026-04-13,2026-04-15,2026-04-15,Completed,1450.0,2900.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Vasana Deo,Regular,Female,8,Hyderabad Hitech Branch,Hyderabad,2026-04,2026,April,Monday,0,0,1450.0
1582,150,777,5,5,24,2025-10-10,2025-10-11,2025-10-11,Completed,3250.0,2925.0,1,Maruti Suzuki,Ertiga,Diesel,Automatic,Van,Xavier Seshadri,Gold,Male,5,Pune Station Branch,Pune,2025-10,2025,October,Friday,0,0,2925.0
1583,46,761,9,9,42,2025-07-14,2025-07-19,2025-07-19,Completed,1550.0,6587.5,5,Tata,Tiago,Petrol,Automatic,Hatchback,Caleb Borah,Platinum,Male,9,Ahmedabad Branch,Ahmedabad,2025-07,2025,July,Monday,0,0,1317.5
1584,124,145,3,3,12,2026-06-15,2026-06-16,2026-06-16,Completed,6100.0,6100.0,1,BMW,5 Series,Petrol,Manual,Luxury,Urvashi Dash,Regular,Female,3,Delhi Airport Branch,New Delhi,2026-06,2026,June,Monday,0,0,6100.0
1585,179,86,2,2,10,2024-10-09,2024-10-11,2024-10-12,Completed,2450.0,4900.0,3,Hyundai,Verna,Petrol,Manual,Sedan,Vedant Sachdeva,Regular,Male,2,Udaipur City Branch,Udaipur,2024-10,2024,October,Wednesday,1,1,1633.3333333333333
1586,120,604,6,6,27,2025-04-13,2025-04-18,2025-04-19,Completed,3950.0,18762.5,6,Toyota,Fortuner,Diesel,Automatic,Suv,Amol Gopal,Silver,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-04,2025,April,Sunday,1,1,3127.0833333333335
1587,109,98,1,9,3,2025-05-22,2025-05-25,2025-05-29,Completed,3050.0,8235.0,7,Mahindra,XUV700,Diesel,Automatic,Suv,Sachi Sood,Gold,Female,1,Jaipur Central Hub,Jaipur,2025-05,2025,May,Thursday,1,4,1176.4285714285713
1588,24,67,4,4,20,2025-08-19,2025-08-21,2025-08-21,Completed,1450.0,2610.0,2,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Samesh Kothari,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-08,2025,August,Tuesday,0,0,1305.0
1589,158,688,2,2,9,2025-04-12,2025-04-14,2025-04-13,Completed,2350.0,4700.0,1,Hyundai,Verna,Petrol,Automatic,Sedan,Ranveer Dasgupta,Regular,Male,2,Udaipur City Branch,Udaipur,2025-04,2025,April,Saturday,0,0,4700.0
1590,37,885,10,10,47,2025-10-29,2025-11-01,2025-11-01,Completed,4000.0,12000.0,3,Hyundai,Creta,Diesel,Manual,Suv,Saanvi Kannan,Regular,Female,10,Lucknow Branch,Lucknow,2025-10,2025,October,Wednesday,0,0,4000.0
1591,104,35,5,5,22,2026-01-30,2026-01-31,2026-01-31,Completed,3700.0,3330.0,1,Hyundai,Creta,Diesel,Manual,Suv,Liam Sunder,Gold,Male,5,Pune Station Branch,Pune,2026-01,2026,January,Friday,0,0,3330.0
1592,84,851,4,4,16,2025-12-13,2025-12-14,2025-12-14,Completed,2000.0,2000.0,1,Hyundai,Verna,Petrol,Manual,Sedan,Abha Kade,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-12,2025,December,Saturday,0,0,2000.0
1593,82,757,3,3,11,2024-11-18,2024-11-21,2024-11-21,Completed,2950.0,8850.0,3,Hyundai,Creta,Diesel,Automatic,Suv,Oeshi Varkey,Regular,Female,3,Delhi Airport Branch,New Delhi,2024-11,2024,November,Monday,0,0,2950.0
1594,35,285,2,2,7,2024-05-11,2024-05-12,2024-05-12,Completed,3950.0,3950.0,1,Kia,Seltos,Diesel,Automatic,Suv,Ubika Shankar,Regular,Female,2,Udaipur City Branch,Udaipur,2024-05,2024,May,Saturday,0,0,3950.0
1595,25,680,3,3,11,2024-05-23,2024-05-27,2024-05-27,Completed,1600.0,5760.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Isaiah Padmanabhan,Gold,Male,3,Delhi Airport Branch,New Delhi,2024-05,2024,May,Thursday,0,0,1440.0
1596,30,816,6,6,30,2025-06-13,2025-06-14,2025-06-13,Completed,3500.0,3150.0,0,Toyota,Fortuner,Diesel,Automatic,Suv,Yoshita Amble,Gold,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-06,2025,June,Friday,0,0,3150.0
1597,103,306,2,2,9,2024-11-07,2024-11-12,2024-11-15,Completed,1350.0,6075.0,8,Tata,Tiago,Petrol,Automatic,Hatchback,Amruta Dhar,Gold,Female,2,Udaipur City Branch,Udaipur,2024-11,2024,November,Thursday,1,3,759.375
1598,14,748,9,9,42,2024-10-01,2024-10-06,2024-10-05,Completed,3300.0,14025.0,4,Mahindra,XUV700,Diesel,Manual,Suv,Ganga Naidu,Platinum,Female,9,Ahmedabad Branch,Ahmedabad,2024-10,2024,October,Tuesday,0,0,3506.25
1599,141,653,8,8,39,2024-10-10,2024-10-14,2024-10-14,Completed,1450.0,5800.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Tara Varghese,Regular,Female,8,Hyderabad Hitech Branch,Hyderabad,2024-10,2024,October,Thursday,0,0,1450.0
1600,86,577,9,9,44,2025-02-17,2025-02-23,2025-02-23,Completed,3350.0,20100.0,6,Mahindra,XUV700,Diesel,Manual,Suv,Abeer Bhatia,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2025-02,2025,February,Monday,0,0,3350.0
1601,27,273,10,10,47,2025-03-02,2025-03-05,2025-03-05,Completed,3400.0,9180.0,3,Hyundai,Kona Electric,Electric,Automatic,Electric,Qarin Sastry,Gold,Male,10,Lucknow Branch,Lucknow,2025-03,2025,March,Sunday,0,0,3060.0
1602,82,683,3,3,15,2026-02-22,2026-02-24,2026-02-23,Completed,2950.0,5310.0,1,Hyundai,Creta,Diesel,Automatic,Suv,Onveer Suri,Gold,Male,3,Delhi Airport Branch,New Delhi,2026-02,2026,February,Sunday,0,0,5310.0
1603,100,506,8,8,36,2024-06-06,2024-06-13,2024-06-17,Completed,1400.0,8820.0,11,Tata,Tiago,Petrol,Automatic,Hatchback,Ekansh Sabharwal,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-06,2024,June,Thursday,1,4,801.8181818181819
1604,55,676,5,5,25,2024-08-17,2024-08-19,2024-08-19,Completed,3350.0,6365.0,2,Kia,Seltos,Diesel,Automatic,Suv,Gauri Suri,Silver,Female,5,Pune Station Branch,Pune,2024-08,2024,August,Saturday,0,0,3182.5
1605,145,482,3,3,15,2025-07-05,2025-07-08,2025-07-08,Completed,3250.0,9750.0,3,Toyota,Fortuner,Diesel,Automatic,Suv,Turvi Kata,Regular,Other,3,Delhi Airport Branch,New Delhi,2025-07,2025,July,Saturday,0,0,3250.0
1606,22,104,7,7,32,2025-11-20,2025-11-22,2025-11-24,Completed,4200.0,7560.0,4,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Sachi Narang,Gold,Female,7,Chennai Central Branch,Chennai,2025-11,2025,November,Thursday,1,2,1890.0
1607,121,708,6,6,26,2024-05-13,2024-05-14,2024-05-13,Completed,1900.0,1900.0,0,Honda,City,Petrol,Automatic,Sedan,Pallavi Venkataraman,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-05,2024,May,Monday,0,0,1900.0
1608,36,396,9,9,41,2024-01-20,2024-01-24,2024-01-27,Completed,8600.0,30960.0,7,BMW,5 Series,Petrol,Manual,Luxury,Ayushman Biswas,Gold,Male,9,Ahmedabad Branch,Ahmedabad,2024-01,2024,January,Saturday,1,3,4422.857142857143
1609,37,767,10,10,47,2024-11-27,2024-11-30,2024-11-30,Completed,4000.0,12000.0,3,Hyundai,Creta,Diesel,Manual,Suv,Imaran Deshpande,Regular,Male,10,Lucknow Branch,Lucknow,2024-11,2024,November,Wednesday,0,0,4000.0
1610,36,767,9,9,45,2025-09-04,2025-09-11,2025-09-11,Completed,8600.0,60200.0,7,BMW,5 Series,Petrol,Manual,Luxury,Imaran Deshpande,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2025-09,2025,September,Thursday,0,0,8600.0
1611,171,113,7,7,34,2026-05-16,2026-05-17,2026-05-17,Completed,2200.0,2200.0,1,Skoda,Slavia,Petrol,Manual,Sedan,Ansh Palan,Regular,Male,7,Chennai Central Branch,Chennai,2026-05,2026,May,Saturday,0,0,2200.0
1613,90,805,7,7,32,2025-02-02,2025-02-07,2025-02-07,Completed,2050.0,10250.0,5,Honda,City,Petrol,Automatic,Sedan,Warda Garde,Regular,Female,7,Chennai Central Branch,Chennai,2025-02,2025,February,Sunday,0,0,2050.0
1614,70,221,4,4,19,2024-08-25,2024-08-28,2024-08-28,Completed,3500.0,10500.0,3,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Bhavna Chand,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2024-08,2024,August,Sunday,0,0,3500.0
1615,177,272,1,2,4,2026-04-25,2026-04-26,2026-04-26,Completed,2850.0,2707.5,1,Hyundai,Kona Electric,Electric,Manual,Electric,Jagdish More,Silver,Male,1,Jaipur Central Hub,Jaipur,2026-04,2026,April,Saturday,0,0,2707.5
1616,73,593,2,2,6,2024-04-16,2024-04-20,2024-04-23,Completed,2300.0,8740.0,7,Honda,City,Petrol,Automatic,Sedan,Gaurang Khalsa,Silver,Male,2,Udaipur City Branch,Udaipur,2024-04,2024,April,Tuesday,1,3,1248.5714285714287
1617,107,874,10,9,46,2024-06-03,2024-06-05,2024-06-06,Completed,3700.0,6660.0,3,Toyota,Fortuner,Diesel,Automatic,Suv,Dominic Vyas,Gold,Male,10,Lucknow Branch,Lucknow,2024-06,2024,June,Monday,1,1,2220.0
1618,85,310,10,10,46,2024-09-21,2024-09-24,2024-09-23,Completed,3900.0,11115.0,2,Kia,Seltos,Diesel,Automatic,Suv,Jeevika Rao,Silver,Other,10,Lucknow Branch,Lucknow,2024-09,2024,September,Saturday,0,0,5557.5
1619,152,103,10,10,46,2024-04-08,2024-04-09,2024-04-09,Completed,3700.0,3330.0,1,Toyota,Innova Crysta,Diesel,Automatic,Van,Tanish Deshmukh,Gold,Male,10,Lucknow Branch,Lucknow,2024-04,2024,April,Monday,0,0,3330.0
1620,35,802,2,2,8,2024-04-28,2024-05-02,2024-05-02,Completed,3950.0,14220.0,4,Kia,Seltos,Diesel,Automatic,Suv,Ekalinga Vala,Gold,Male,2,Udaipur City Branch,Udaipur,2024-04,2024,April,Sunday,0,0,3555.0
1621,75,95,6,6,29,2026-04-02,2026-04-03,2026-04-03,Completed,3050.0,3050.0,1,Mahindra,XUV700,Diesel,Automatic,Suv,Ekantika Dora,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2026-04,2026,April,Thursday,0,0,3050.0
1622,112,488,5,5,24,2026-03-02,2026-03-08,2026-03-08,Completed,2650.0,15105.0,6,Mahindra,XUV700,Diesel,Automatic,Suv,Patrick Shankar,Silver,Male,5,Pune Station Branch,Pune,2026-03,2026,March,Monday,0,0,2517.5
1623,148,294,5,5,21,2025-01-23,2025-01-24,2025-01-24,Completed,2300.0,2070.0,1,Skoda,Slavia,Petrol,Automatic,Sedan,Manan Jaggi,Gold,Male,5,Pune Station Branch,Pune,2025-01,2025,January,Thursday,0,0,2070.0
1624,106,612,5,5,22,2024-08-11,2024-08-15,2024-08-15,Completed,2550.0,9180.0,4,Skoda,Slavia,Petrol,Manual,Sedan,Nandini Bahri,Gold,Female,5,Pune Station Branch,Pune,2024-08,2024,August,Sunday,0,0,2295.0
1625,128,758,8,3,38,2024-06-28,2024-06-30,2024-06-30,Completed,3350.0,6700.0,2,Hyundai,Creta,Diesel,Manual,Suv,Bhavini Kade,Regular,Female,8,Hyderabad Hitech Branch,Hyderabad,2024-06,2024,June,Friday,0,0,3350.0
1626,135,368,5,5,25,2025-09-03,2025-09-06,2025-09-06,Completed,1250.0,3375.0,3,Hyundai,i10,Petrol,Manual,Hatchback,Atharv Chaudhry,Gold,Male,5,Pune Station Branch,Pune,2025-09,2025,September,Wednesday,0,0,1125.0
1627,90,680,7,7,33,2024-12-14,2024-12-21,2024-12-21,Completed,2050.0,12915.0,7,Honda,City,Petrol,Automatic,Sedan,Isaiah Padmanabhan,Gold,Male,7,Chennai Central Branch,Chennai,2024-12,2024,December,Saturday,0,0,1845.0
1628,40,400,4,4,18,2026-01-11,2026-01-13,2026-01-17,Completed,8450.0,16900.0,6,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Owen Dani,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2026-01,2026,January,Sunday,1,4,2816.6666666666665
1629,168,282,1,1,4,2024-02-13,2024-02-14,2024-02-13,Completed,1900.0,1710.0,0,Hyundai,Verna,Petrol,Automatic,Sedan,Ekiya Singh,Gold,Female,1,Jaipur Central Hub,Jaipur,2024-02,2024,February,Tuesday,0,0,1710.0
1630,27,898,10,10,49,2025-06-08,2025-06-09,2025-06-09,Completed,3400.0,3060.0,1,Hyundai,Kona Electric,Electric,Automatic,Electric,Champak Verma,Gold,Male,10,Lucknow Branch,Lucknow,2025-06,2025,June,Sunday,0,0,3060.0
1631,37,8,10,10,50,2025-05-12,2025-05-15,2025-05-17,Completed,4000.0,12000.0,5,Hyundai,Creta,Diesel,Manual,Suv,Balveer Memon,Regular,Male,10,Lucknow Branch,Lucknow,2025-05,2025,May,Monday,1,2,2400.0
1632,40,291,4,4,18,2024-07-04,2024-07-05,2024-07-05,Completed,8450.0,8450.0,1,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Charles Natarajan,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2024-07,2024,July,Thursday,0,0,8450.0
1633,24,40,4,4,19,2024-02-02,2024-02-06,2024-02-09,Completed,1450.0,4930.0,7,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Gavin Mallick,Platinum,Male,4,Mumbai Andheri Branch,Mumbai,2024-02,2024,February,Friday,1,3,704.2857142857143
1634,8,846,4,4,17,2024-09-09,2024-09-15,2024-09-14,Completed,1500.0,8550.0,5,Tata,Tiago,Petrol,Manual,Hatchback,Aarush Basak,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2024-09,2024,September,Monday,0,0,1710.0
1635,2,811,9,9,43,2025-06-27,2025-07-04,2025-07-04,Completed,2000.0,13300.0,7,Honda,City,Petrol,Manual,Sedan,Aadi Sankar,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-06,2025,June,Friday,0,0,1900.0
1636,139,18,1,5,1,2024-01-30,2024-02-05,2024-02-05,Completed,2400.0,14400.0,6,Honda,City,Petrol,Manual,Sedan,Tanish Rastogi,Regular,Male,1,Jaipur Central Hub,Jaipur,2024-01,2024,January,Tuesday,0,0,2400.0
1637,131,780,2,2,8,2026-06-11,2026-06-18,2026-06-17,Completed,1450.0,9135.0,6,Hyundai,i10,Petrol,Automatic,Hatchback,Radha Desai,Gold,Female,2,Udaipur City Branch,Udaipur,2026-06,2026,June,Thursday,0,0,1522.5
1638,22,657,7,7,35,2025-07-17,2025-07-20,2025-07-20,Completed,4200.0,11970.0,3,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Unnati Mittal,Silver,Other,7,Chennai Central Branch,Chennai,2025-07,2025,July,Thursday,0,0,3990.0
1639,150,792,5,5,22,2024-08-20,2024-08-21,2024-08-20,Completed,3250.0,3087.5,0,Maruti Suzuki,Ertiga,Diesel,Automatic,Van,Pranit Rama,Silver,Male,5,Pune Station Branch,Pune,2024-08,2024,August,Tuesday,0,0,3087.5
1640,85,566,10,10,49,2024-01-15,2024-01-17,2024-01-17,Completed,3900.0,6630.0,2,Kia,Seltos,Diesel,Automatic,Suv,Bhavani Saran,Platinum,Female,10,Lucknow Branch,Lucknow,2024-01,2024,January,Monday,0,0,3315.0
1641,1,855,9,9,45,2024-07-10,2024-07-12,2024-07-12,Completed,3000.0,5700.0,2,Hyundai,Creta,Diesel,Automatic,Suv,Dominic Karnik,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2024-07,2024,July,Wednesday,0,0,2850.0
1642,18,746,4,4,19,2025-03-15,2025-03-16,2025-03-16,Completed,2200.0,2090.0,1,Skoda,Slavia,Petrol,Manual,Sedan,Tanish Mallick,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-03,2025,March,Saturday,0,0,2090.0
1643,114,425,8,8,40,2025-02-12,2025-02-13,2025-02-13,Completed,6700.0,6030.0,1,Mercedes-Benz,E-Class,Petrol,Automatic,Luxury,Manbir Dua,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-02,2025,February,Wednesday,0,0,6030.0
1644,123,741,4,4,20,2025-06-08,2025-06-10,2025-06-10,Completed,1300.0,2600.0,2,Hyundai,i10,Petrol,Manual,Hatchback,Arunima Raj,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-06,2025,June,Sunday,0,0,1300.0
1645,3,545,6,6,27,2024-11-26,2024-11-28,2024-12-01,Completed,1800.0,3240.0,5,Hyundai,Verna,Petrol,Automatic,Sedan,Gautami Taneja,Gold,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-11,2024,November,Tuesday,1,3,648.0
1646,33,316,9,9,42,2024-03-22,2024-03-23,2024-03-23,Completed,2300.0,2185.0,1,Skoda,Slavia,Petrol,Automatic,Sedan,Gaurangi Ghosh,Silver,Female,9,Ahmedabad Branch,Ahmedabad,2024-03,2024,March,Friday,0,0,2185.0
1647,150,30,5,5,25,2024-10-15,2024-10-17,2024-10-20,Completed,3250.0,6500.0,5,Maruti Suzuki,Ertiga,Diesel,Automatic,Van,Hitesh Zacharia,Regular,Male,5,Pune Station Branch,Pune,2024-10,2024,October,Tuesday,1,3,1300.0
1648,169,148,2,2,10,2026-02-20,2026-02-24,2026-02-24,Completed,1550.0,6200.0,4,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Advaith Luthra,Regular,Male,2,Udaipur City Branch,Udaipur,2026-02,2026,February,Friday,0,0,1550.0
1649,100,232,8,3,40,2026-04-09,2026-04-10,2026-04-10,Completed,1400.0,1260.0,1,Tata,Tiago,Petrol,Automatic,Hatchback,Atharv Dugal,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-04,2026,April,Thursday,0,0,1260.0
1650,34,28,5,5,25,2024-06-09,2024-06-11,2024-06-12,Completed,4000.0,7200.0,3,Kia,Seltos,Diesel,Manual,Suv,Brijesh Sunder,Gold,Male,5,Pune Station Branch,Pune,2024-06,2024,June,Sunday,1,1,2400.0
1651,54,487,7,7,34,2025-02-19,2025-02-25,2025-02-28,Completed,3700.0,21090.0,9,Hyundai,Kona Electric,Electric,Manual,Electric,Naksh Rama,Silver,Male,7,Chennai Central Branch,Chennai,2025-02,2025,February,Wednesday,1,3,2343.3333333333335
1653,25,688,3,4,12,2024-06-03,2024-06-06,2024-06-05,Completed,1600.0,4800.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Ranveer Dasgupta,Regular,Male,3,Delhi Airport Branch,New Delhi,2024-06,2024,June,Monday,0,0,2400.0
