customer_id,full_name,gender,date_of_birth,city,membership_type,join_date,age,age_group,tenure_years
290,Lajita Babu,Female,1976-08-29,Mumbai,Silver,2023-03-13,49,46-60,3.4
291,Charles Natarajan,Male,1966-08-05,Jaipur,Regular,2024-01-11,60,46-60,2.6
292,Harita Shetty,Female,2004-09-22,Lucknow,Regular,2024-05-24,21,21-30,2.2
293,Ekansh Bhatnagar,Male,1992-10-23,Hyderabad,Gold,2025-10-01,33,31-45,0.8
294,Manan Jaggi,Male,1962-07-24,Jodhpur,Gold,2023-08-01,64,60+,3.0
295,Nisha Mukherjee,Female,1983-10-13,Bengaluru,Regular,2025-11-19,42,31-45,0.7
296,Lajita Bansal,Female,1994-06-28,Hyderabad,Silver,2023-07-23,32,31-45,3.0
297,Arjun Narula,Male,1972-11-19,Bengaluru,Platinum,2025-05-01,53,46-60,1.3
298,Ryan Sarraf,Male,2000-11-06,Hyderabad,Silver,2024-02-16,25,21-30,2.5
299,Yadavi Tank,Female,1977-02-13,Bengaluru,Gold,2025-04-29,49,46-60,1.3
300,Benjamin Samra,Male,1964-02-22,Chennai,Gold,2024-10-03,62,60+,1.8
301,Manan Nagi,Male,1965-03-17,Mumbai,Platinum,2023-12-16,61,60+,2.6
302,Niharika Sehgal,Female,1987-09-16,Jodhpur,Silver,2024-03-29,38,31-45,2.4
303,Pushti Sekhon,Female,1962-07-01,Surat,Regular,2025-07-15,64,60+,1.1
304,Teerth Maharaj,Male,1989-05-14,Hyderabad,Silver,2025-04-22,37,31-45,1.3
305,Bishakha Ravi,Female,1976-12-09,Udaipur,Gold,2025-05-03,49,46-60,1.3
306,Amruta Dhar,Female,1998-10-12,Chennai,Gold,2024-12-23,27,21-30,1.6
307,Anika Date,Female,1963-08-14,Pune,Regular,2025-04-09,63,60+,1.3
308,Pratyush Rajagopal,Male,2003-04-26,Surat,Silver,2023-02-04,23,21-30,3.5
309,Umang Prabhakar,Male,1977-05-01,Hyderabad,Regular,2025-03-23,49,46-60,1.4
310,Jeevika Rao,Other,1974-09-27,Chennai,Silver,2023-10-24,51,46-60,2.8
311,Agastya Grewal,Male,1983-01-18,Surat,Gold,2024-02-17,43,31-45,2.5
312,Karan Lad,Male,1992-04-09,Bengaluru,Regular,2023-08-17,34,31-45,3.0
313,Xalak Iyengar,Female,1966-02-09,Lucknow,Gold,2025-06-27,60,46-60,1.1
314,Harini Saxena,Female,2005-06-20,Mumbai,Regular,2025-05-13,21,21-30,1.2
315,Prisha Bhattacharyya,Female,1985-05-04,Jodhpur,Regular,2023-11-06,41,31-45,2.7
316,Gaurangi Ghosh,Female,1996-04-22,Jodhpur,Silver,2024-06-25,30,21-30,2.1
317,Irya Dewan,Female,1971-03-30,Bengaluru,Regular,2024-06-10,55,46-60,2.2
318,Raksha Sibal,Female,1996-10-02,Jaipur,Regular,2024-08-10,29,21-30,2.0
319,Bachittar More,Male,1978-07-05,Surat,Regular,2025-02-02,48,46-60,1.5
320,Samesh Rout,Male,1997-08-22,Lucknow,Silver,2023-03-20,28,21-30,3.4
321,Balhaar Sengupta,Male,1981-07-21,Hyderabad,Regular,2024-07-04,45,31-45,2.1
322,Hemani Dayal,Female,1980-01-22,Ahmedabad,Silver,2025-08-27,46,46-60,0.9
323,David Vasa,Male,1967-06-23,Hyderabad,Platinum,2023-06-25,59,46-60,3.1
324,Isaiah Pal,Male,2003-03-24,Udaipur,Regular,2024-07-06,23,21-30,2.1
325,Balveer Krishna,Male,1969-06-04,New Delhi,Platinum,2025-10-15,57,46-60,0.8
326,Dev Mitter,Male,1988-03-28,Mumbai,Regular,2023-04-10,38,31-45,3.3
327,Faraj Garg,Male,1990-03-26,Udaipur,Regular,2025-02-06,36,31-45,1.5
328,Ansh Balakrishnan,Male,1964-03-30,Bengaluru,Silver,2025-10-07,62,60+,0.8
329,Henry Saha,Male,1988-05-28,Surat,Regular,2023-02-02,38,31-45,3.5
330,Matthew Subramanian,Male,1971-08-11,Jodhpur,Gold,2025-05-09,55,46-60,1.2
331,Manthan Setty,Male,1963-11-16,Surat,Gold,2023-03-05,62,60+,3.4
332,Sarthak Sule,Male,1981-06-28,New Delhi,Regular,2023-12-29,45,31-45,2.6
333,Naksh Nagar,Male,1993-08-18,Hyderabad,Regular,2025-07-05,32,31-45,1.1
334,Dhruv Prabhakar,Male,1983-10-07,New Delhi,Regular,2023-04-24,42,31-45,3.3
335,Viraj Das,Male,1972-08-17,Chennai,Silver,2023-09-22,54,46-60,2.9
336,Aryan Mannan,Male,2003-02-18,Mumbai,Silver,2025-07-09,23,21-30,1.1
337,Jeet Dutta,Male,1997-03-13,Jaipur,Regular,2025-09-21,29,21-30,0.9
338,Ikshita Dutta,Female,1983-01-05,Surat,Regular,2024-07-02,43,31-45,2.1
339,Nikita Tank,Female,1961-08-19,Udaipur,Regular,2025-10-03,65,60+,0.8
340,Kavya Kale,Female,1986-11-03,Bengaluru,Silver,2023-02-21,39,31-45,3.5
341,Yug Singhal,Male,1973-06-13,Pune,Silver,2023-01-09,53,46-60,3.6
342,Upasna Desai,Female,2000-04-20,Jodhpur,Silver,2025-02-13,26,21-30,1.5
343,Qadim Bath,Male,1978-08-13,Chennai,Regular,2024-08-30,48,46-60,1.9
344,Radhika Mani,Female,1963-11-25,Hyderabad,Regular,2024-06-21,62,60+,2.1
345,Dhriti Dave,Female,2004-06-20,Surat,Gold,2024-02-24,22,21-30,2.4
346,Rajeshri Dhawan,Female,1969-07-19,Lucknow,Gold,2024-06-26,57,46-60,2.1
347,Arin Barad,Male,1966-10-04,Udaipur,Regular,2023-12-21,59,46-60,2.6
348,Vedant Dixit,Male,1987-11-15,Bengaluru,Regular,2024-07-03,38,31-45,2.1
349,Odika Gaba,Female,1978-04-10,Chennai,Silver,2024-10-18,48,46-60,1.8
350,Pahal Tripathi,Female,1997-11-11,Chennai,Silver,2024-07-20,28,21-30,2.0
351,Wazir Badal,Male,1977-03-02,Surat,Silver,2024-12-18,49,46-60,1.6
352,Nikita Bala,Female,1987-06-14,New Delhi,Platinum,2023-10-10,39,31-45,2.8
353,Ati Srinivasan,Female,1968-04-06,New Delhi,Silver,2024-10-31,58,46-60,1.8
354,Ethan Kibe,Male,1962-01-04,Lucknow,Gold,2025-10-06,64,60+,0.8
355,Girish Bahl,Male,1980-06-08,Jaipur,Regular,2024-03-22,46,46-60,2.4
356,Harsh Roy,Male,1983-03-04,Chennai,Regular,2024-10-13,43,31-45,1.8
357,Bhavani Devi,Female,1983-12-07,Hyderabad,Silver,2024-08-20,42,31-45,2.0
358,Raghav Murthy,Male,2003-08-23,Surat,Silver,2024-05-04,22,21-30,2.3
359,Raagini Lalla,Female,1988-01-17,Udaipur,Silver,2023-07-24,38,31-45,3.0
360,Maya Misra,Female,1970-09-16,Mumbai,Gold,2025-11-02,55,46-60,0.8
361,Maanas Johal,Male,1991-08-26,Ahmedabad,Regular,2024-06-04,34,31-45,2.2
362,Owen Mahal,Male,1973-07-17,Lucknow,Gold,2024-09-02,53,46-60,1.9
363,Siya Pai,Female,2003-07-19,Ahmedabad,Gold,2025-05-06,23,21-30,1.2
364,Ansh Mani,Male,2003-07-31,Pune,Silver,2023-03-26,23,21-30,3.4
365,Lavanya Srinivas,Female,1970-03-22,Bengaluru,Gold,2025-05-31,56,46-60,1.2
366,Madhavi Devan,Female,1965-07-04,Surat,Gold,2025-02-28,61,60+,1.4
367,Jairaj Bedi,Male,1990-09-25,Chennai,Regular,2024-07-19,35,31-45,2.0
368,Atharv Chaudhry,Male,1979-03-11,Mumbai,Gold,2025-02-02,47,46-60,1.5
369,Ekapad Ahluwalia,Male,2003-12-29,Hyderabad,Platinum,2025-11-07,22,21-30,0.7
370,Samar Soni,Male,1982-01-28,Udaipur,Gold,2023-08-01,44,31-45,3.0
371,Naveen Mangal,Male,1989-08-27,Mumbai,Platinum,2025-08-24,36,31-45,0.9
372,Jack Warrior,Male,1993-10-31,Surat,Silver,2025-06-24,32,31-45,1.1
373,Gagan Sahni,Male,2000-04-16,Jodhpur,Silver,2023-07-07,26,21-30,3.1
374,Rushil Tandon,Male,1968-12-22,Mumbai,Silver,2025-03-08,57,46-60,1.4
375,Anjali Andra,Female,1974-01-07,Lucknow,Gold,2024-10-03,52,46-60,1.8
376,Lucky Sha,Male,2005-02-05,Ahmedabad,Regular,2024-08-01,21,21-30,2.0
377,Ekalinga Thaman,Male,1981-08-26,Pune,Platinum,2023-07-25,44,31-45,3.0
378,Noah Gaba,Male,1993-06-28,Ahmedabad,Regular,2024-11-21,33,31-45,1.7
379,Akshay Nazareth,Other,1996-03-05,Udaipur,Silver,2024-08-27,30,21-30,1.9
380,Gagan Ravi,Male,1997-10-21,Chennai,Gold,2024-07-02,28,21-30,2.1
381,Suhani Chandran,Female,1968-11-27,Jodhpur,Platinum,2023-05-30,57,46-60,3.2
382,Jeet Ahuja,Male,1972-04-29,Mumbai,Gold,2023-09-08,54,46-60,2.9
383,Nitesh Mittal,Male,1986-10-20,Mumbai,Regular,2024-09-02,39,31-45,1.9
384,Radha Keer,Female,1963-05-22,Hyderabad,Silver,2023-05-06,63,60+,3.2
385,Fariq Ravi,Male,1991-06-19,Jodhpur,Silver,2025-09-10,35,31-45,0.9
386,Daniel Merchant,Male,1977-02-16,Jodhpur,Silver,2023-08-24,49,46-60,2.9
387,Waida Dua,Female,1981-01-24,Chennai,Gold,2025-11-19,45,31-45,0.7
388,Sarthak Sinha,Male,1994-09-02,Bengaluru,Regular,2025-05-04,31,31-45,1.3
389,Jatin Bumb,Male,1984-03-28,Lucknow,Silver,2024-07-16,42,31-45,2.1
390,Balvan Choudhury,Male,1963-05-16,Surat,Gold,2024-08-06,63,60+,2.0
391,Falan Gala,Male,1975-05-10,Jodhpur,Platinum,2024-07-08,51,46-60,2.1
392,Ishanvi Suresh,Female,1964-09-06,Udaipur,Regular,2024-06-27,61,60+,2.1
393,Vasana Deo,Female,1983-09-08,Chennai,Regular,2024-05-01,42,31-45,2.3
394,Vedhika Morar,Female,1993-02-19,Bengaluru,Silver,2024-02-26,33,31-45,2.4
395,Janani Bora,Female,1962-08-18,Lucknow,Regular,2024-01-02,64,60+,2.6
396,Ayushman Biswas,Male,2004-12-19,Bengaluru,Gold,2024-05-17,21,21-30,2.2
397,Tara Gole,Female,1995-03-12,Jaipur,Gold,2025-03-26,31,31-45,1.4
398,Rachit Raja,Male,1980-10-10,Hyderabad,Gold,2025-09-03,45,31-45,0.9
399,Raghav Buch,Male,1991-04-25,New Delhi,Gold,2024-12-05,35,31-45,1.7
400,Owen Dani,Male,1968-08-15,Chennai,Regular,2024-07-26,58,46-60,2.0
401,Isaac Aggarwal,Male,1994-08-14,New Delhi,Silver,2025-11-08,31,31-45,0.7
402,Unnati Wali,Female,1977-08-28,Pune,Regular,2023-09-02,48,46-60,2.9
403,Oscar Dubey,Male,1972-12-29,Udaipur,Regular,2025-09-25,53,46-60,0.9
404,Amol Saini,Male,1988-04-05,New Delhi,Gold,2025-09-24,38,31-45,0.9
405,Jai Jhaveri,Male,1963-08-14,Surat,Silver,2024-09-24,63,60+,1.9
406,Arunima Konda,Female,1993-11-30,Jodhpur,Regular,2024-03-04,32,31-45,2.4
407,Ikbal Bhalla,Male,1966-11-24,Mumbai,Regular,2025-11-24,59,46-60,0.7
408,Nathaniel Nagi,Male,1971-04-02,Mumbai,Regular,2025-07-22,55,46-60,1.0
409,Samuel Mital,Male,1972-12-21,Jaipur,Regular,2024-08-15,53,46-60,2.0
410,Unni Tandon,Female,1962-09-13,Chennai,Gold,2024-01-02,63,60+,2.6
411,Zaitra Nagar,Female,1991-12-04,Mumbai,Silver,2024-03-10,34,31-45,2.4
412,Raghav Gour,Male,1994-07-16,Udaipur,Silver,2024-05-19,32,31-45,2.2
413,Mason Dhawan,Male,1996-11-06,Pune,Regular,2025-09-01,29,21-30,0.9
414,Sathvik Wagle,Male,1966-08-16,New Delhi,Gold,2023-09-16,60,46-60,2.9
415,Oni Brar,Female,2002-02-02,Udaipur,Silver,2025-06-21,24,21-30,1.1
416,Girish Behl,Male,1972-09-02,Jodhpur,Regular,2024-12-18,53,46-60,1.6
417,Balhaar Guha,Male,1996-10-19,Mumbai,Regular,2024-09-17,29,21-30,1.9
418,Wakeeta Joshi,Female,1999-09-19,Chennai,Regular,2023-12-21,26,21-30,2.6
419,Jagvi Gupta,Female,2003-11-19,Mumbai,Regular,2023-05-05,22,21-30,3.3
420,Jairaj Jayaraman,Male,1978-06-10,Udaipur,Regular,2023-09-12,48,46-60,2.9
421,Megha Rai,Female,1981-07-28,Chennai,Regular,2024-11-21,45,31-45,1.7
422,Kalpit Parsa,Male,1983-09-01,Pune,Regular,2024-06-13,42,31-45,2.1
423,Vrinda Nagarajan,Female,2001-09-25,Lucknow,Regular,2024-01-30,24,21-30,2.5
424,Aradhana Kant,Female,1993-12-12,Surat,Silver,2023-01-18,32,31-45,3.5
425,Manbir Dua,Male,1969-06-02,Pune,Gold,2023-09-02,57,46-60,2.9
426,Zaid Nazareth,Male,1972-03-03,Mumbai,Silver,2025-05-24,54,46-60,1.2
427,Veda Ganguly,Female,1993-07-25,Jaipur,Regular,2024-01-11,33,31-45,2.6
428,Wishi Gour,Female,2001-11-07,Mumbai,Gold,2024-07-31,24,21-30,2.0
429,Anay Borde,Male,2003-02-15,Hyderabad,Regular,2024-12-12,23,21-30,1.6
430,Triveni Devan,Female,1998-07-04,Jaipur,Regular,2023-09-04,28,21-30,2.9
431,Aditya Kamdar,Other,1983-05-08,New Delhi,Platinum,2024-02-02,43,31-45,2.5
432,Yagnesh Babu,Male,1960-11-20,Chennai,Gold,2024-08-10,65,60+,2.0
433,Abhiram Wagle,Male,1993-02-01,Hyderabad,Silver,2024-07-24,33,31-45,2.0
434,Adweta Thakkar,Female,1997-03-08,Jaipur,Gold,2024-12-18,29,21-30,1.6
435,Damyanti Char,Female,1984-03-09,Mumbai,Regular,2023-09-14,42,31-45,2.9
436,Peter Loke,Male,1996-05-12,Chennai,Regular,2023-03-26,30,21-30,3.4
437,Victor Kohli,Male,2005-02-24,Ahmedabad,Silver,2023-08-29,21,21-30,2.9
438,Anamika Chander,Female,1978-10-30,Chennai,Regular,2024-02-06,47,46-60,2.5
439,Ayaan Andra,Male,1992-03-20,Lucknow,Silver,2023-03-30,34,31-45,3.4
440,Noah Chandran,Male,2000-11-08,Udaipur,Regular,2025-09-05,25,21-30,0.9
441,Hitesh Soman,Male,1972-10-15,New Delhi,Regular,2025-09-11,53,46-60,0.9
442,Amol Gola,Male,2002-05-21,Jodhpur,Regular,2023-12-01,24,21-30,2.7
443,Eshana Rao,Female,2002-05-22,Jodhpur,Silver,2023-11-15,24,21-30,2.7
444,Robert Zachariah,Male,1975-07-09,Surat,Silver,2025-03-15,51,46-60,1.4
445,Chaaya Tella,Female,1994-02-19,Mumbai,Regular,2024-01-04,32,31-45,2.6
446,Tejas Kata,Male,1998-05-01,Hyderabad,Regular,2023-12-29,28,21-30,2.6
447,Omisha Balan,Female,1989-02-15,Jodhpur,Regular,2025-04-14,37,31-45,1.3
448,Xalak Kari,Female,1976-08-08,Udaipur,Silver,2025-09-29,50,46-60,0.8
449,Girik Rai,Male,1964-06-12,Jaipur,Regular,2024-10-20,62,60+,1.8
450,Balhaar Butala,Male,1972-08-25,Ahmedabad,Platinum,2024-02-09,53,46-60,2.5
451,Robert Nadig,Male,1976-10-27,Pune,Gold,2023-04-08,49,46-60,3.3
452,Tristan Parsa,Male,1994-11-07,Pune,Regular,2023-04-19,31,31-45,3.3
453,Idika Sankar,Female,1980-10-15,Jaipur,Regular,2024-08-13,45,31-45,2.0
454,Charan Bal,Male,1964-08-15,Ahmedabad,Regular,2024-08-13,62,60+,2.0
455,Reyansh Arora,Male,1973-09-21,Lucknow,Silver,2024-02-18,52,46-60,2.5
456,Keya Verma,Female,1968-03-22,Ahmedabad,Silver,2024-02-10,58,46-60,2.5
457,Krish Mitra,Male,1972-09-01,Lucknow,Silver,2023-06-05,53,46-60,3.2
458,Teerth Majumdar,Male,1979-07-17,Udaipur,Regular,2024-05-30,47,46-60,2.2
459,Radha Krishnamurthy,Female,2003-01-30,Udaipur,Silver,2025-02-06,23,21-30,1.5
460,Guneet Shankar,Male,1965-05-28,Jaipur,Silver,2023-11-21,61,60+,2.7
461,Osha Rai,Female,1996-10-09,Jaipur,Regular,2023-12-17,29,21-30,2.6
462,Tanveer Deshpande,Male,1974-02-09,New Delhi,Regular,2024-10-04,52,46-60,1.8
463,Wriddhish Murthy,Male,1968-08-01,Jaipur,Platinum,2024-02-29,58,46-60,2.4
464,Mugdha Swaminathan,Female,2004-02-21,Surat,Gold,2025-04-12,22,21-30,1.3
465,Riya Mand,Female,1997-05-01,Mumbai,Regular,2024-02-23,29,21-30,2.4
466,Harish Gole,Male,1991-04-08,Pune,Silver,2024-08-08,35,31-45,2.0
467,Jagrati Sarma,Female,1996-06-26,Udaipur,Silver,2025-06-04,30,21-30,1.2
468,Samarth Tata,Male,1966-11-08,New Delhi,Gold,2023-11-19,59,46-60,2.7
469,Faraj Sampath,Male,1996-02-06,Jaipur,Silver,2023-03-20,30,21-30,3.4
470,Suhani Warrior,Female,1983-05-22,Hyderabad,Regular,2025-09-07,43,31-45,0.9
471,Anita Parsa,Female,1992-03-01,Pune,Gold,2025-05-15,34,31-45,1.2
472,Chatura Kothari,Male,1990-03-08,Jaipur,Silver,2024-01-14,36,31-45,2.6
473,Ryan Narula,Male,2004-01-18,Pune,Regular,2024-04-03,22,21-30,2.3
474,Chavvi Kuruvilla,Female,1970-07-31,Bengaluru,Regular,2025-03-06,56,46-60,1.4
475,Vansha Prasad,Female,1978-03-11,Mumbai,Silver,2025-04-02,48,46-60,1.3
476,Pooja Bakshi,Female,1982-04-25,Mumbai,Silver,2023-11-11,44,31-45,2.7
477,Dalbir Dhar,Male,1976-04-07,Jaipur,Platinum,2024-01-01,50,46-60,2.6
478,Wyatt Pall,Male,1982-01-07,Surat,Regular,2024-04-11,44,31-45,2.3
479,Odika Bhavsar,Female,1974-02-07,Jaipur,Platinum,2025-05-12,52,46-60,1.2
480,Alka Oza,Female,1989-10-01,Surat,Regular,2024-12-22,36,31-45,1.6
481,Keya Varty,Female,1968-06-10,Ahmedabad,Regular,2023-06-20,58,46-60,3.1
482,Turvi Kata,Other,1996-06-27,Jaipur,Regular,2024-11-01,30,21-30,1.8
483,Upma Randhawa,Female,1961-11-26,Pune,Regular,2024-10-16,64,60+,1.8
484,Umang Sanghvi,Male,1978-02-01,Ahmedabad,Gold,2025-01-20,48,46-60,1.5
485,Liam Bhatnagar,Male,1986-07-28,Hyderabad,Gold,2025-05-01,40,31-45,1.3
486,Rajeshri Nanda,Female,1969-06-17,Udaipur,Regular,2023-05-02,57,46-60,3.3
487,Naksh Rama,Male,1988-02-06,Chennai,Silver,2024-09-17,38,31-45,1.9
488,Patrick Shankar,Male,1988-05-15,Chennai,Silver,2025-05-16,38,31-45,1.2
489,Chaman Desai,Female,1974-09-07,Pune,Regular,2023-09-12,51,46-60,2.9
490,Gavin Prakash,Male,1991-10-18,Chennai,Regular,2024-06-28,34,31-45,2.1
491,Ekantika Rajagopal,Female,1979-08-18,Bengaluru,Silver,2024-06-02,46,46-60,2.2
492,Fiyaz Suri,Male,1973-08-03,Mumbai,Regular,2023-07-19,53,46-60,3.0
493,Avi Parmer,Male,2003-06-04,Udaipur,Gold,2024-05-31,23,21-30,2.2
494,Rehaan Tiwari,Male,1989-12-23,Hyderabad,Regular,2024-03-11,36,31-45,2.4
495,Sarthak Sawhney,Male,1982-08-01,Bengaluru,Regular,2023-03-30,44,31-45,3.4
496,Januja Master,Female,1962-01-23,Pune,Regular,2023-08-28,64,60+,2.9
497,Frado Shankar,Male,1986-01-17,Udaipur,Gold,2025-04-02,40,31-45,1.3
498,Daksh Comar,Male,1972-08-24,Surat,Silver,2024-08-01,53,46-60,2.0
499,Anvi Sastry,Female,1985-03-05,Bengaluru,Regular,2025-11-20,41,31-45,0.7
500,Jatin Mishra,Male,1999-12-16,Bengaluru,Silver,2023-02-04,26,21-30,3.5
501,Owen Chahal,Male,1980-05-07,Pune,Regular,2025-11-24,46,46-60,0.7
502,Henry Panchal,Male,1999-05-04,Jaipur,Platinum,2024-10-11,27,21-30,1.8
503,Gayathri Dewan,Female,1995-11-28,Ahmedabad,Gold,2025-05-16,30,21-30,1.2
504,Pushti Walia,Female,1973-03-28,Hyderabad,Regular,2024-07-27,53,46-60,2.0
505,Madhav Mann,Male,1986-05-13,Udaipur,Gold,2025-10-11,40,31-45,0.8
506,Ekansh Sabharwal,Male,2001-12-07,Mumbai,Gold,2025-11-22,24,21-30,0.7
507,Dominic Krish,Male,1967-03-04,Bengaluru,Gold,2023-12-10,59,46-60,2.7
508,Shravya Suri,Female,1966-12-27,Udaipur,Platinum,2024-11-04,59,46-60,1.7
509,Riya Seth,Female,1963-12-28,Udaipur,Regular,2025-04-26,62,60+,1.3
510,Saksham Varma,Male,1994-05-01,Jodhpur,Regular,2025-01-09,32,31-45,1.6
511,Utkarsh Sura,Male,1975-04-27,Bengaluru,Regular,2023-01-03,51,46-60,3.6
512,Veer Parmar,Male,1998-11-05,Jaipur,Platinum,2025-04-27,27,21-30,1.3
513,Ikbal Sanghvi,Male,1997-09-16,Surat,Silver,2024-06-10,28,21-30,2.2
514,Lucky Nazareth,Male,1985-03-21,Jodhpur,Regular,2023-05-20,41,31-45,3.2
515,Onveer Bava,Male,1962-08-29,New Delhi,Regular,2024-10-28,63,60+,1.8
516,Abhiram Dash,Male,2002-06-01,New Delhi,Regular,2023-06-18,24,21-30,3.1
517,Aadi Sangha,Male,1969-09-11,Mumbai,Silver,2025-01-03,56,46-60,1.6
518,Nidhi Dutt,Female,1999-12-10,Ahmedabad,Silver,2025-07-22,26,21-30,1.0
519,Pranit Krishna,Male,1964-04-19,Chennai,Regular,2024-12-08,62,60+,1.7
520,Atharv Randhawa,Male,1988-09-28,Ahmedabad,Regular,2025-02-12,37,31-45,1.5
521,Tanish Chand,Male,1992-04-03,Ahmedabad,Platinum,2023-01-02,34,31-45,3.6
522,Brinda Deo,Female,1987-04-22,Surat,Platinum,2024-07-07,39,31-45,2.1
523,Aayush Anand,Male,1991-11-22,Hyderabad,Silver,2025-05-20,34,31-45,1.2
524,Dominic Sridhar,Male,1963-10-12,Bengaluru,Silver,2024-02-12,62,60+,2.5
525,Charan Munshi,Male,1977-02-17,Bengaluru,Regular,2023-11-15,49,46-60,2.7
526,Ekani Dhar,Female,1963-09-02,Pune,Regular,2024-08-22,62,60+,2.0
527,Thomas Panchal,Male,1993-02-05,Ahmedabad,Platinum,2024-10-30,33,31-45,1.8
528,Samesh Savant,Male,1999-04-16,Mumbai,Silver,2023-04-03,27,21-30,3.3
529,Ekiya Dasgupta,Female,1987-02-14,Jodhpur,Regular,2024-02-13,39,31-45,2.5
530,Nakul Dey,Male,1971-09-28,Surat,Silver,2024-11-17,54,46-60,1.7
531,Lucky Bala,Male,1998-09-29,Mumbai,Platinum,2024-12-02,27,21-30,1.7
532,Ishanvi Vasa,Female,1987-11-26,Chennai,Platinum,2023-07-20,38,31-45,3.0
533,Manbir Bhagat,Male,1995-11-11,New Delhi,Gold,2025-04-25,30,21-30,1.3
534,Yug Raju,Male,1965-08-31,Surat,Silver,2024-06-16,60,46-60,2.1
535,Zarna Arora,Female,2004-12-31,Jaipur,Gold,2025-09-21,21,21-30,0.9
536,Sara Salvi,Female,1977-01-12,Lucknow,Regular,2024-12-28,49,46-60,1.6
537,Bina Badal,Female,1987-01-08,Mumbai,Silver,2023-01-15,39,31-45,3.6
538,Anusha Bhasin,Female,2003-04-13,Hyderabad,Gold,2024-02-28,23,21-30,2.4
539,Yamini Sagar,Female,1979-08-26,Jaipur,Regular,2024-03-04,46,46-60,2.4
540,Liam Chacko,Male,1974-07-15,Mumbai,Regular,2024-06-28,52,46-60,2.1
541,Faras Yadav,Male,1975-04-18,Bengaluru,Silver,2024-09-16,51,46-60,1.9
542,Nilima Sarkar,Female,1993-06-09,New Delhi,Regular,2025-06-20,33,31-45,1.1
543,Jason Chadha,Male,2002-03-14,Bengaluru,Regular,2023-05-04,24,21-30,3.3
544,Mohammed Gill,Male,1965-12-19,Surat,Regular,2025-01-23,60,46-60,1.5
545,Gautami Taneja,Female,2003-06-23,Ahmedabad,Gold,2024-07-11,23,21-30,2.1
546,Geetika Prabhu,Female,1966-04-21,Bengaluru,Platinum,2025-04-11,60,46-60,1.3
547,Dhriti Balan,Female,1975-09-01,Lucknow,Silver,2024-04-02,50,46-60,2.3
548,Karan Bose,Male,1982-12-01,New Delhi,Regular,2024-06-27,43,31-45,2.1
549,Yahvi Ganesan,Female,1977-02-19,Chennai,Silver,2023-09-29,49,46-60,2.8
550,Devika Kari,Female,1993-12-04,Jodhpur,Platinum,2023-01-03,32,31-45,3.6
551,Jason Batra,Male,1981-10-26,Ahmedabad,Silver,2024-02-12,44,31-45,2.5
552,Hemal Banik,Female,1985-06-20,Bengaluru,Gold,2025-08-31,41,31-45,0.9
553,Isaac Nagy,Male,1971-10-06,New Delhi,Silver,2025-09-02,54,46-60,0.9
554,Krishna Brahmbhatt,Male,1986-04-23,Pune,Silver,2023-05-08,40,31-45,3.2
555,Gaurav Kapoor,Male,1996-10-14,Surat,Silver,2025-11-11,29,21-30,0.7
556,Bhavya Shroff,Female,1999-07-25,Lucknow,Regular,2025-04-03,27,21-30,1.3
557,Nihal Chadha,Male,1985-06-24,Lucknow,Silver,2023-01-09,41,31-45,3.6
558,Madhav Modi,Male,1993-11-14,Hyderabad,Silver,2023-09-16,32,31-45,2.9
559,Yatin Hayre,Male,1993-07-20,Mumbai,Silver,2024-08-05,33,31-45,2.0
560,Faqid Ahuja,Male,2002-07-19,Jodhpur,Regular,2023-01-26,24,21-30,3.5
561,Aarna Nayak,Female,1960-08-28,Surat,Regular,2024-12-01,65,60+,1.7
562,Damini Jha,Female,1984-06-07,Bengaluru,Silver,2023-09-11,42,31-45,2.9
563,Ayushman Dhar,Male,1992-08-12,Mumbai,Regular,2023-04-10,34,31-45,3.3
564,Yoshita Sachar,Female,1992-02-17,Udaipur,Regular,2024-02-01,34,31-45,2.5
565,Charvi Tiwari,Female,1966-08-07,Hyderabad,Regular,2025-05-23,60,46-60,1.2
566,Bhavani Saran,Female,1990-05-26,Chennai,Platinum,2023-05-20,36,31-45,3.2
567,Kalpit Murty,Male,2002-04-06,Ahmedabad,Regular,2024-02-23,24,21-30,2.4
568,Nathan Sethi,Male,1972-10-29,Lucknow,Gold,2023-03-21,53,46-60,3.4
569,Ekanta Chopra,Female,1967-08-02,New Delhi,Silver,2023-06-25,59,46-60,3.1
570,Naksh Ray,Male,1966-01-09,Jaipur,Gold,2024-01-17,60,46-60,2.5
571,Upkaar Morar,Male,1981-06-10,Udaipur,Regular,2025-06-26,45,31-45,1.1
572,Farhan Modi,Male,1997-10-11,Chennai,Regular,2025-01-12,28,21-30,1.6
573,Hritik Narang,Male,1967-04-07,Udaipur,Regular,2025-01-27,59,46-60,1.5
574,Rudra Varghese,Male,1962-10-17,Hyderabad,Platinum,2023-11-15,63,60+,2.7
575,Amruta Ravel,Female,1999-01-18,Jodhpur,Regular,2024-08-15,27,21-30,2.0
576,Champak Shere,Male,1965-03-05,New Delhi,Gold,2025-04-25,61,60+,1.3
577,Abeer Bhatia,Male,1997-12-15,Mumbai,Regular,2025-11-12,28,21-30,0.7
578,Hardik Rattan,Male,1977-05-05,Surat,Silver,2024-11-02,49,46-60,1.8
579,Leela Borde,Female,1961-07-28,Pune,Silver,2023-03-10,65,60+,3.4
580,Devansh Chanda,Male,2001-04-26,Lucknow,Regular,2025-06-02,25,21-30,1.2
